item_id,title,LOCATION,ROOM TYPE,NEAR FACILITIES,CITY,PARKING,REVIEWS
365,SIVANA RESTAURANT,RIVER VIEW ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
366,OASIS HOTEL GILGIT,JUTIYAL GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
367,HOTEL OASIS INTERNATIONAL GILGIT,KHOMAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
368,UNITED HOTEL,JUGLOT GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
369,PTDC PHANDER MOTEL,PHANDER LAKE GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
370,PTDC GUPIS MOTEL,SHANDUR ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
371,NALTAR CONTINENTAL HOTEL,MASOOM SHA ROAD,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
372,HOTEL GRAND CONTINENTAL,RIVER VIEW ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
373,HEAVEN LODGE,RIVER VIEW ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
374,ALPINE PASTURE GUEST HOUSE,JUTIYAL GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
375,JSR HOTEL,KHOMAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
376,PALACE HOTEL,MADINA MARKET GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
377,PALACE RESTAURANT,MADINA MARKET GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
378,TOURIST HAMLET HOTEL,KHOMAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
379,THE HOTEL,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
380,ROYAL PALACE HOTEL,JUTIYAL GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
381,PAK CHINA GATEWAY,GENERAL BUS STOP GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
382,HOTEL SHAHEEN,AIRPORT ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
383,NAVEED TOURIST  IN,CHINAR BAGH GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
384,GREEN LAND HOTEL,JAMAT KHANA BAZAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
385,ADVENTURE HOLIDAY GUEST HOUSE,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
386,NORTH INN HOTEL,QUAIDEAZAM ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
387,TOURIST WORLD HOTEL,OPPOSITE SUPREME JUTIYAL,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
388,RANGYUL HOTEL,ZULFIQAR ABAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
389,MADINA GUEST HOUSE ,NLI MARKET GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
390,FAKHAR GUEST HOUSE,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
391,SHANDUR PARADISE HOTEL,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
392,CROSS ROAD HOTEL,YADGAR CHOWK HOTEL,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
393,GOLDEN PEAK GUEST HOUSE,KHOMAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
394,MIRS HOTEL,DOMIYAL LINK ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
395,BAYAK INN,KHOMAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
396,COZY LODGE,JUTIYAL GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
397,MARCOPOLO HOTEL,KHOMAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
398,FAIRY MEADOWS COTTAGE,RAIKOT BRIDGE GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
399,MEHMAAN RESORT,LAKE ROAD,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
400,DREAM WORLD HOTEL,JUTIYAL GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
401,DUMANI MOUNTAIN RESORT,MAIN KKH GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
402,JUNCTION RESORT,JUGLOT GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
403,WAEERS MAHEL HOTEL,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
404,KASHMIR INN ,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
405,GHIZER BLOSSOM INN ,GUPIS GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
406,GULGUL RESORT,RAHIMABAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
407,KARAKORAM INN,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
408,INDUS VIEW HOTEL,KKH CHILAS GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
409,ALFALAH HOTEL GUPIS,GHIZER ROAD GUPIS,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
410,LAKE VIEW HOTEL,SHANDUR ROAD GUPIS,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
411,SADABAHAR HOTEL,NEAR PHANDER LAKE PHANDER,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
412,NALTAR PALACE HOTEL,LAKE ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
413,FAIRY MEADOWS INN,RAIKOT BRIDGE GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
414,HOTEL NORTH INN,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
415,SHANDOOR HOTEL,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
416,SHANDOOR RESTAURANT,GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
417,SHEHZAD HOTEL,PIA ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
418,SHEHZAD RESTAURANT,PIA ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
419,AL MADINA HOTEL,PIA ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
420,MADINA RESTAURANT,PIA ROAD GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
