item_id,PLACES,THINGS_TO_DO,LOCATION,CITY,TRIP,LAKES,GLACIERS,CULTURAL FOOD
371,KARGA BUDDAH ,"PICNIC POINT,TEMPLE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
372,DANYORE SUSPENSION BRIDE,"PICNIC POINT , LAKE VIEW",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
373,THALEY VALLEY,"CULTURE, ARCHITECTTURE,SEE NATURE",GHANCHE ,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
374,CHILAS ROCK PAINTAINGS,SCARED ROCKS,CHILAS GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
375,KARAMBER LAKE,"SWIMMING,BOATING",ISHKOMAN VALLEY,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
376,SHANDOOR,SHANDOOR FESTIVAL,CHITRAL GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
377,SHOUNTER,GREEN VALLEY,CHITRAL GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
378,RAKAPOSHI BASE CAMP 1 ,"CLIMBING,HIKING,TRACKING",MINAPIN,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
379,RAKAPOSHI BASE CAMP 2,"CLIMBING,HIKING,TRACKING",MINAPIN,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
380,LALIK JAAN STADUIM,"EVENTS,CRICKET MATCHES",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
381,GILGIT POLO GROUND,"POLO MATCHES,EVENTS",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
382,MARKHOOR CHOWK,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
383,HELI CHOWK ,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
384,YAADGHAR CHOWK,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
385,MONUMENT OF GILGIT,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
386,SHUL-E-YAL,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",JUTIYAL  GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
387,JAGIR BASEEN,"CULTURE, ARCHITECTTURE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
388,KUTWAL LAKE,"SWIMMING,BOATING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
389,DANYORE VALLEY," ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
390,KHARFAQ LAKE,"STAY AND DINE,BONFIRE,CAMPING,PICNIC POINT,TRACKING,HIKING,SEE NATURE",KARAKORAM MOUNTAIN RANGE  GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
391,RAKAPOSHI BASE CAMP 1 ,"CLIMBING,HIKING,TRACKING",MINAPIN,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
392,RAKAPOSHI BASE CAMP 2,"CLIMBING,HIKING,TRACKING",MINAPIN,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
393,LALIK JAAN STADUIM,"EVENTS,CRICKET MATCHES",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
394,GILGIT POLO GROUND,"POLO MATCHES,EVENTS",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
395,MARKHOOR CHOWK,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
396,HELI CHOWK ,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
397,YAADGHAR CHOWK,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
398,MONUMENT OF GILGIT,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
399,SHUL-E-YAL,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",JUTIYAL  GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
400,JAGIR BASEEN,"CULTURE, ARCHITECTTURE",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
401,KUTWAL LAKE,"SWIMMING,BOATING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
402,DANYORE VALLEY," ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
403,KHARFAQ LAKE,"STAY AND DINE,BONFIRE,CAMPING,PICNIC POINT,TRACKING,HIKING,SEE NATURE",KARAKORAM MOUNTAIN RANGE  GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
404,THALEY VALLEY,"CULTURE, ARCHITECTTURE,SEE NATURE",GHANCHE ,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
405,CHILAS ROCK PAINTAINGS,SCARED ROCKS,CHILAS GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
406,KARAMBER LAKE,"SWIMMING,BOATING",ISHKOMAN VALLEY,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
407,SHANDOOR,SHANDOOR FESTIVAL,CHITRAL GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
408,SHOUNTER,GREEN VALLEY,CHITRAL GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
409,RAKAPOSHI BASE CAMP 1 ,"CLIMBING,HIKING,TRACKING",MINAPIN,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
410,RAKAPOSHI BASE CAMP 2,"CLIMBING,HIKING,TRACKING",MINAPIN,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
411,LALIK JAAN STADUIM,"EVENTS,CRICKET MATCHES",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
412,GILGIT POLO GROUND,"POLO MATCHES,EVENTS",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
413,MARKHOOR CHOWK,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
414,HELI CHOWK ,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
415,YAADGHAR CHOWK,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
416,MONUMENT OF GILGIT,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
417,MUGHALMINAR GILGIT,"CULTURAL FOOD,SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
418,CHINAR BAGH,FOOD CORNER,GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
419,MOHRA MORADU CAVE,"CAVE,SACRED ROCKS",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
420,KABOTAR KHANA ,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
421,PHARWALA,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
422,CHURKA VALLEY,"CULTURE, ARCHITECTTURE, SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
423,SHANDOOR POLO GROUND,POLO GROUND,GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
424,THREE MOUNTAIN JUNCTION ,THREE MOUNTAIN JUNCTION ,JUGLOT GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
425,BAGROTE GRASSLAND,"STAY AND DINE ,BONFIRE",BAGROTE GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
426,OSHINKHANDASS,"STAY AND DINE ,BONFIRE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
427,DAR VIEW POINT,"PICNIC POINT,STAY AND DINE ,BONFIRE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
428,KHAW TREAKING,"PICNIC POINT,STAY AND DINE ,BONFIRE",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
429,KHARFAQ LAKE,"STAY AND DINE,BONFIRE,CAMPING,PICNIC POINT,TRACKING,HIKING,SEE NATURE",KARAKORAM MOUNTAIN RANGE  GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
430,THALEY VALLEY,"CULTURE, ARCHITECTTURE,SEE NATURE",GHANCHE ,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
431,KARGA BUDDAH ,"PICNIC POINT,TEMPLE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
432,DANYORE SUSPENSION BRIDE,"PICNIC POINT , LAKE VIEW",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
